Food.code	taxonomy	Description
27420160	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Moo_Shu_Mu_Shi_Pork_without_Chinese_pancake	Moo Shu Mu Shi Pork without Chinese pancake
27420170	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_and_onions_with_soybased_sauce_mixture	Pork and onions with soybased sauce mixture
27420200	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_hash_Hawaiian_styleground_pork_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_soybased_sauce	Pork hash Hawaiian styleground pork vegetables excluding carrots broccoli and darkgreen leafy no potatoes soybased sauce
27420250	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Ham_and_vegetables_including_carrots_broccoli_andor_dark_green_leafy_no_potatoes_no_sauce_mixture	Ham and vegetables including carrots broccoli andor dark green leafy no potatoes no sauce mixture
27420270	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Ham_and_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_no_sauce_mixture	Ham and vegetables excluding carrots broccoli and darkgreen leafy no potatoes no sauce mixture
27420350	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_and_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_no_sauce_mixture	Pork and vegetables excluding carrots broccoli and darkgreen leafy no potatoes no sauce mixture
27420370	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_tofu_and_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_soybased_sauce_mixture	Pork tofu and vegetables excluding carrots broccoli and darkgreen leafy no potatoes soybased sauce mixture
27420390	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_chow_mein_or_chop_suey_no_noodles	Pork chow mein or chop suey no noodles
27420400	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_and_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_tomatobased_sauce_mixture	Pork and vegetables including carrots broccoli andor darkgreen leafy no potatoes tomatobased sauce mixture
27420410	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_tomatobased_sauce_mixture	Pork and vegetables excluding carrots broccoli and dark green leafy no potatoes tomatobased sauce mixture
27420450	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Sausage_and_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_tomatobased_sauce_mixture	Sausage and vegetables including carrots broccoli andor darkgreen leafy no potatoes tomatobased sauce mixture
27420460	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Sausage_and_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_tomatobased_sauce_mixture	Sausage and vegetables excluding carrots broccoli and darkgreen leafy no potatoes tomatobased sauce mixture
27420470	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Sausage_and_peppers_no_sauce_mixture	Sausage and peppers no sauce mixture
27420500	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_and_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_soybased_sauce_mixture	Pork and vegetables including carrots broccoli andor darkgreen leafy no potatoes soybased sauce mixture
27420510	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_soybased_sauce_mixture	Pork and vegetables excluding carrots broccoli and dark green leafy no potatoes soybased sauce mixture
27420520	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_shish_kabob_with_vegetables_excluding_potatoes	Pork shish kabob with vegetables excluding potatoes
27421010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Stuffed_christophine_Puerto_Rican_style_Chayote_relleno	Stuffed christophine Puerto Rican style Chayote relleno
27422010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Pork_with_vegetable_no_potatoes;L5_;Pork_chop_stewed_with_vegetables_Puerto_Rican_style_mixture_Chuletas_a_la_jardinera	Pork chop stewed with vegetables Puerto Rican style mixture Chuletas a la jardinera
27430400	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Lamb_veal_game_with_vegetable_no_potatoes;L5_;Lamb_or_mutton_stew_with_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_gravy	Lamb or mutton stew with vegetables including carrots broccoli andor darkgreen leafy no potatoes gravy
27430410	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Lamb_veal_game_with_vegetable_no_potatoes;L5_;Lamb_or_mutton_stew_with_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_gravy	Lamb or mutton stew with vegetables excluding carrots broccoli and darkgreen leafy no potatoes gravy
27430500	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Lamb_veal_game_with_vegetable_no_potatoes;L5_;Veal_goulash_with_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_tomatobase_sauce	Veal goulash with vegetables excluding carrots broccoli and darkgreen leafy no potatoes tomatobase sauce
27430510	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Lamb_veal_game_with_vegetable_no_potatoes;L5_;Veal_goulash_with_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_tomatobase_sauce	Veal goulash with vegetables including carrots broccoli andor darkgreen leafy no potatoes tomatobase sauce
27430580	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Lamb_veal_game_with_vegetable_no_potatoes;L5_;Veal_with_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_cream_or_white_sauce	Veal with vegetables including carrots broccoli andor darkgreen leafy no potatoes cream or white sauce
27430590	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Lamb_veal_game_with_vegetable_no_potatoes;L5_;Veal_with_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_cream_or_white_sauce	Veal with vegetables excluding carrots broccoli and darkgreen leafy no potatoes cream or white sauce
27430610	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Lamb_veal_game_with_vegetable_no_potatoes;L5_;Lamb_shish_kabob_with_vegetables_excluding_potatoes	Lamb shish kabob with vegetables excluding potatoes
27440110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_and_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_no_sauce_mixture	Chicken or turkey and vegetables including carrots broccoli andor darkgreen leafy no potatoes no sauce mixture
27440120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_no_sauce_mixture	Chicken or turkey and vegetables excluding carrots broccoli and darkgreen leafy no potatoes no sauce mixture
27440130	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_shish_kabob_with_vegetables_excluding_potatoes	Chicken or turkey shish kabob with vegetables excluding potatoes
27441120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_creole_without_rice	Chicken or turkey creole without rice
27442110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_and_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_gravy_mixture	Chicken or turkey and vegetables including carrots broccoli andor darkgreen leafy no potatoes gravy mixture
27442120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_gravy_mixture	Chicken or turkey and vegetables excluding carrots broccoli and darkgreen leafy no potatoes gravy mixture
27443110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_a_la_king_with_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_cream_white_or_soupbased_sauce	Chicken or turkey a la king with vegetables including carrots broccoli andor darkgreen leafy no potatoes cream white or soupbased sauce
27443120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_a_la_king_with_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_cream_white_or_soupbased_sauce	Chicken or turkey a la king with vegetables excluding carrots broccoli and darkgreen leafy no potatoes cream white or soupbased sauce
27443150	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_divan	Chicken or turkey divan
27445110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_and_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_soybased_sauce_mixture	Chicken or turkey and vegetables including carrots broccoli andor darkgreen leafy no potatoes soybased sauce mixture
27445120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_soybased_sauce_mixture	Chicken or turkey and vegetables excluding carrots broccoli and darkgreen leafy no potatoes soybased sauce mixture
27445125	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_and_vegetables_including_carrots_broccoli_andor_darkgreen_leafy_no_potatoes_tomatobased_sauce_mixture	Chicken or turkey and vegetables including carrots broccoli andor darkgreen leafy no potatoes tomatobased sauce mixture
27445130	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_darkgreen_leafy_no_potatoes_tomatobased_sauce_mixture	Chicken or turkey and vegetables excluding carrots broccoli and darkgreen leafy no potatoes tomatobased sauce mixture
27445150	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;General_Tso_chicken	General Tso chicken
27445180	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Moo_Goo_Gai_Pan	Moo Goo Gai Pan
27445220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Kung_pao_chicken	Kung pao chicken
27445250	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Almond_chicken	Almond chicken
27446100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_chow_mein_or_chop_suey_no_noodles	Chicken or turkey chow mein or chop suey no noodles
27446200	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_made_with_mayonnaise	Chicken or turkey salad made with mayonnaise
27446205	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_with_nuts_andor_fruits	Chicken or turkey salad with nuts andor fruits
27446220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_with_egg	Chicken or turkey salad with egg
27446225	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_made_with_light_mayonnaise	Chicken or turkey salad made with light mayonnaise
27446230	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_made_with_mayonnaisetype_salad_dressing	Chicken or turkey salad made with mayonnaisetype salad dressing
27446235	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_made_with_light_mayonnaisetype_salad_dressing	Chicken or turkey salad made with light mayonnaisetype salad dressing
27446240	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_made_with_creamy_dressing	Chicken or turkey salad made with creamy dressing
27446245	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_made_with_light_creamy_dressing	Chicken or turkey salad made with light creamy dressing
27446250	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_made_with_Italian_dressing	Chicken or turkey salad made with Italian dressing
27446255	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_made_with_light_Italian_dressing	Chicken or turkey salad made with light Italian dressing
27446260	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_salad_made_with_any_type_of_fat_free_dressing	Chicken or turkey salad made with any type of fat free dressing
27446300	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_garden_salad_chicken_andor_turkey_tomato_andor_carrots_other_vegetables_no_dressing	Chicken or turkey garden salad chicken andor turkey tomato andor carrots other vegetables no dressing
27446310	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_garden_salad_chicken_andor_turkey_other_vegetables_excluding_tomato_and_carrots_no_dressing	Chicken or turkey garden salad chicken andor turkey other vegetables excluding tomato and carrots no dressing
27446315	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_garden_salad_with_bacon_and_cheese_chicken_andor_turkey_bacon_cheese_lettuce_andor_greens_tomato_andor_carrots_other_vegetables_no_dressing	Chicken or turkey garden salad with bacon and cheese chicken andor turkey bacon cheese lettuce andor greens tomato andor carrots other vegetables no dressing
27446320	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_breaded_fried_garden_salad_with_bacon_and_cheese_chicken_andor_turkey_bacon_cheese_lettuce_andor_greens_tomato_andor_carrots_other_vegetables_no_dressing	Chicken or turkey breaded fried garden salad with bacon and cheese chicken andor turkey bacon cheese lettuce andor greens tomato andor carrots other vegetables no dressing
27446330	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_garden_salad_with_cheese_chicken_andor_turkey_cheese_lettuce_andor_greens_tomato_andor_carrots_other_vegetables_no_dressing	Chicken or turkey garden salad with cheese chicken andor turkey cheese lettuce andor greens tomato andor carrots other vegetables no dressing
27446332	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Chicken_or_turkey_breaded_fried_garden_salad_with_cheese_chicken_andor_turkey_cheese_lettuce_andor_greens_tomato_andor_carrots_other_vegetables_no_dressing	Chicken or turkey breaded fried garden salad with cheese chicken andor turkey cheese lettuce andor greens tomato andor carrots other vegetables no dressing
27446350	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Asian_chicken_or_turkey_garden_salad_chicken_andor_turkey_lettuce_fruit_nuts_no_dressing	Asian chicken or turkey garden salad chicken andor turkey lettuce fruit nuts no dressing
27446355	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meatpoultry_fish_with_nonmeat;L3_Meat_poultry_fish_with_vegetables;L4_Poultry_with_vegetables_no_potatoes;L5_;Asian_chicken_or_turkey_garden_salad_with_crispy_noodles_chicken_andor_turkey_lettuce_fruit_nuts_crispy_noodles_no_dressing	Asian chicken or turkey garden salad with crispy noodles chicken andor turkey lettuce fruit nuts crispy noodles no dressing
